def(HAVE_WRITABLE_ARGV),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(__EMX__),
!def(HAVE_INET_NTOP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_FSETXATTR_6),
def(USE_NSS),
(def(USE_NSS)&def(USE_NTLM)),
!def(HAVE_INET_PTON),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_NGHTTP2),
def(SIGALRM),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_MEMRCHR),
!def(HAVE_BASENAME),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(MEMDEBUG_LOG_SYNC),
def(USE_GNUTLS),
!def(HAVE_GETPASS_R),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(SIGHUP),
True,
def(CURL_DISABLE_HTTP),
!def(DEBUGBUILD),
def(TIME_WITH_SYS_TIME),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(LIB1503),
def(DEBUGBUILD),
def(USE_LIBRTMP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(CURLDEBUG),
def(USE_POLARSSL),
def(LIB585),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_LDAP),
def(HAVE_SETMODE),
def(USE_CYASSL),
def(HAVE_SOCKETPAIR),
!def(_LDAP_PVT_H),
!def(HAVE_STRTOK_R),
def(HAVE_FSETXATTR),
def(USE_NTLM),
def(LIB1502),
def(ENABLE_IPV6),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_RTSP),
def(USE_WINDOWS_SSPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_DICT),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(CURLRES_SYNCH),
!def(UNITTESTS),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(__VMS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_GSSAPI),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_ENVIRONMENT),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TELNET),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(HAVE_FSETXATTR),
def(DISABLE_EXPECT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(__EMX__),
def(UNITTESTS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_HTTP),
def(SIGPIPE),
def(__riscos__),
def(USE_CHUNKED),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_PROXY),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_GOPHER),
