def(USE_GNUTLS),
!def(HAVE_BASENAME),
def(LIB1503),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_DICT),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURL_DOES_CONVERSIONS),
def(LIB585),
!def(HAVE_FSETXATTR),
def(USE_NSS),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_TELNET),
def(DEBUGBUILD),
def(USE_WINDOWS_SSPI),
def(HAVE_SOCKETPAIR),
def(HAVE_PIPE),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__EMX__),
True,
!def(CURL_DISABLE_LDAP),
def(SIGHUP),
!def(HAVE_STRTOK_R),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(CURLRES_SYNCH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_FDOPEN),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(TIME_WITH_SYS_TIME),
!def(HAVE_INET_NTOP),
def(USE_NGHTTP2),
def(HAVE_FSETXATTR),
def(HAVE_WRITABLE_ARGV),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(UNITTESTS),
def(USE_NTLM),
def(ENABLE_IPV6),
!def(CURL_DOES_CONVERSIONS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(CURL_DISABLE_HTTP),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_HTTP),
def(USE_ENVIRONMENT),
def(USE_CHUNKED),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(__VMS),
!def(HAVE_GETPASS_R),
def(USE_POLARSSL),
def(__riscos__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(MEMDEBUG_LOG_SYNC),
def(SIGPIPE),
def(CURLDEBUG),
!def(HAVE_INET_PTON),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_SETMODE),
def(HAVE_GSSAPI),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_PROXY),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_TFTP),
!def(_LDAP_PVT_H),
def(USE_CYASSL),
def(LIB1502),
!def(__EMX__),
!def(HAVE_MEMRCHR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_LIBRTMP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(SIGALRM),
!def(CURL_DISABLE_RTSP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(DEBUGBUILD),
def(CURL_DO_LINEEND_CONV),
def(DISABLE_EXPECT),
