def(SIGPIPE),
!def(CURL_DISABLE_TELNET),
def(USE_LIBRTMP),
def(CURL_DISABLE_HTTP),
def(LIB1503),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(UNITTESTS),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_GOPHER),
!def(_LDAP_PVT_H),
def(DEBUGBUILD),
def(USE_CYASSL),
!def(CURL_DISABLE_LDAP),
(def(USE_NSS)&def(USE_NTLM)),
def(USE_NSS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(LIB585),
(def(WIN32)&!def(_WIN32_WCE)),
!def(__EMX__),
!def(CURL_DISABLE_RTSP),
!def(HAVE_GETPASS_R),
(def(WIN32)&!def(__AMIGA__)),
def(USE_POLARSSL),
!def(DEBUGBUILD),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_NGHTTP2),
def(CURL_DOES_CONVERSIONS),
def(CURLRES_SYNCH),
def(USE_CHUNKED),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_PIPE),
!def(HAVE_FSETXATTR),
def(ENABLE_IPV6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_GSSAPI),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_PROXY),
def(USE_NTLM),
def(CURLDEBUG),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_WRITABLE_ARGV),
def(DISABLE_EXPECT),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_FSETXATTR_6),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_GNUTLS),
!def(HAVE_BASENAME),
def(__VMS),
!def(CURL_DISABLE_HTTP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(SIGALRM),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_DICT),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_FDOPEN),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_FSETXATTR),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(LIB1502),
def(SIGHUP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_TFTP),
!def(HAVE_MEMRCHR),
def(__EMX__),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_ENVIRONMENT),
def(HAVE_SETMODE),
!def(HAVE_INET_PTON),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
True,
def(USE_WINDOWS_SSPI),
def(__riscos__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
