!def(USE_WIN32_IDN),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGALRM),
!def(HAVE_MEMRCHR),
!def(HAVE_GSSAPI),
def(__VMS),
def(HAVE_FSETXATTR),
def(USE_GNUTLS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_PROXY),
def(USE_ENVIRONMENT),
def(USE_CHUNKED),
def(SIGHUP),
def(LIB1502),
!def(HAVE_INET_NTOP),
!def(HAVE_STRTOK_R),
def(CURL_DO_LINEEND_CONV),
!def(CURL_DISABLE_TELNET),
def(ENABLE_IPV6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NGHTTP2),
def(HAVE_FSETXATTR_6),
def(TIME_WITH_SYS_TIME),
def(__riscos__),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(CURL_DOES_CONVERSIONS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(SIGPIPE),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_BASENAME),
def(HAVE_FDOPEN),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(DEBUGBUILD),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_POLARSSL),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_LIBRTMP),
def(HAVE_WRITABLE_ARGV),
def(USE_CYASSL),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_GOPHER),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_GSSAPI),
True,
def(LIB585),
def(__EMX__),
(def(WIN32)&!def(_WIN32_WCE)),
!def(__EMX__),
!def(CURL_DISABLE_RTSP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(DISABLE_EXPECT),
def(CURLRES_SYNCH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(LIB1503),
!def(CURL_DOES_CONVERSIONS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(_LDAP_PVT_H),
def(MEMDEBUG_LOG_SYNC),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(DEBUGBUILD),
!def(CURL_DISABLE_LDAP),
def(USE_NSS),
def(HAVE_SOCKETPAIR),
def(UNITTESTS),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_HTTP),
!def(UNITTESTS),
!def(HAVE_INET_PTON),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_TFTP),
