!def(HAVE_INET_NTOP),
def(USE_CYASSL),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGHUP),
def(DISABLE_EXPECT),
def(USE_WINDOWS_SSPI),
def(USE_ENVIRONMENT),
def(HAVE_FDOPEN),
def(USE_POLARSSL),
!def(HAVE_FSETXATTR),
!def(_LDAP_PVT_H),
def(USE_NTLM),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_LDAP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(SIGPIPE),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(CURLDEBUG),
!def(CURL_DISABLE_TELNET),
def(__EMX__),
def(CURL_DOES_CONVERSIONS),
def(LIB1502),
!def(CURL_DISABLE_TFTP),
def(__VMS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_LIBRTMP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(UNITTESTS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_MEMRCHR),
def(HAVE_WRITABLE_ARGV),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_RTSP),
def(DEBUGBUILD),
def(HAVE_SETMODE),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_HTTP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(LIB585),
True,
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(CURLRES_SYNCH),
def(CURL_DISABLE_HTTP),
!def(__EMX__),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_DICT),
!def(HAVE_INET_PTON),
def(HAVE_PIPE),
!def(HAVE_BASENAME),
def(SIGALRM),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_GNUTLS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(USE_NSS),
def(ENABLE_IPV6),
!def(DEBUGBUILD),
def(LIB1503),
def(__riscos__),
(def(WIN32)&!def(__AMIGA__)),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_STRTOK_R),
def(HAVE_SOCKETPAIR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(MEMDEBUG_LOG_SYNC),
(!def(_WIN32_WCE)&!def(WIN32)),
