def(HAVE_FDOPEN),
!def(DEBUGBUILD),
def(USE_CYASSL),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NSS),
!def(CURL_DISABLE_RTSP),
def(ENABLE_IPV6),
def(HAVE_GSSAPI),
def(CURLRES_SYNCH),
(def(__VMS)&!def(HAVE_GETPASS_R)),
True,
def(USE_LIBRTMP),
!def(HAVE_MEMRCHR),
def(HAVE_FSETXATTR_6),
def(LIB1503),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(SIGALRM),
(def(USE_NSS)&def(USE_NTLM)),
!def(CURL_DISABLE_HTTP),
def(USE_NTLM),
def(HAVE_FSETXATTR),
def(USE_GNUTLS),
!def(CURL_DISABLE_TFTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_DICT),
def(LIB585),
def(DEBUGBUILD),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_PROXY),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(CURL_DOES_CONVERSIONS),
def(SIGHUP),
def(LIB1502),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_FSETXATTR),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(WIN32)&!def(_WIN32_WCE)),
def(UNITTESTS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(TIME_WITH_SYS_TIME),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_POLARSSL),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(__riscos__),
!def(CURL_DISABLE_LDAP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURL_DISABLE_HTTP),
!def(_LDAP_PVT_H),
def(MEMDEBUG_LOG_SYNC),
def(SIGPIPE),
def(__EMX__),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_INET_NTOP),
def(__VMS),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_TELNET),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_STRTOK_R),
def(DISABLE_EXPECT),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(HAVE_GSSAPI),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_SOCKETPAIR),
!def(HAVE_GETPASS_R),
def(USE_NGHTTP2),
def(HAVE_SETMODE),
def(USE_WINDOWS_SSPI),
!def(HAVE_INET_PTON),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_BASENAME),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(__EMX__),
!def(UNITTESTS),
def(USE_CHUNKED),
