!def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_NTLM),
def(ENABLE_IPV6),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_GNUTLS),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_TELNET),
def(USE_CYASSL),
!def(HAVE_INET_NTOP),
!def(HAVE_INET_PTON),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_LIBRTMP),
!def(HAVE_MEMRCHR),
def(__VMS),
def(USE_ENVIRONMENT),
def(LIB585),
def(__EMX__),
True,
!def(CURL_DISABLE_DICT),
def(CURL_DISABLE_HTTP),
def(HAVE_FDOPEN),
(def(WIN32)&!def(__AMIGA__)),
!def(DEBUGBUILD),
def(USE_NSS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(LIB1503),
def(TIME_WITH_SYS_TIME),
def(SIGALRM),
def(__riscos__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(UNITTESTS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_RTSP),
!def(__EMX__),
def(SIGHUP),
def(SIGPIPE),
!def(CURL_DISABLE_TFTP),
def(DISABLE_EXPECT),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(MEMDEBUG_LOG_SYNC),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_HTTP),
!def(HAVE_FSETXATTR),
def(HAVE_SOCKETPAIR),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(DEBUGBUILD),
def(HAVE_FSETXATTR),
def(USE_POLARSSL),
def(CURLDEBUG),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_PROXY),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_LDAP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(WIN32)&!def(_WIN32_WCE)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_PIPE),
def(HAVE_SETMODE),
def(CURL_DOES_CONVERSIONS),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_GOPHER),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_BASENAME),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(LIB1502),
