def(HAVE_SOCKETPAIR),
def(TIME_WITH_SYS_TIME),
def(USE_CYASSL),
!def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_INET_PTON),
def(CURL_DISABLE_HTTP),
def(USE_ENVIRONMENT),
def(CURLDEBUG),
!def(__EMX__),
def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(_LDAP_PVT_H),
def(HAVE_PIPE),
!def(HAVE_STRTOK_R),
!def(HAVE_MEMRCHR),
def(HAVE_FSETXATTR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(SIGHUP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__EMX__),
def(__VMS),
def(USE_NSS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__riscos__),
!def(CURL_DISABLE_PROXY),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_HTTP),
def(USE_LIBRTMP),
!def(CURL_DISABLE_GOPHER),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_INET_NTOP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(_LDAP_PVT_H)&def(USE_SSL)),
True,
def(SIGPIPE),
!def(DEBUGBUILD),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(DISABLE_EXPECT),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_SETMODE),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_TELNET),
def(LIB1503),
def(USE_NTLM),
def(LIB585),
!def(HAVE_GETPASS_R),
def(SIGALRM),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(ENABLE_IPV6),
def(USE_POLARSSL),
!def(CURL_DISABLE_TFTP),
!def(HAVE_BASENAME),
def(LIB1502),
def(USE_GNUTLS),
def(CURL_DOES_CONVERSIONS),
def(HAVE_FDOPEN),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_DICT),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(CURLRES_SYNCH),
(def(WIN32)&!def(__AMIGA__)),
def(USE_CHUNKED),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_RTSP),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
