!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_FSETXATTR),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_LDAP),
def(HAVE_FSETXATTR_6),
(def(WIN32)&!def(__AMIGA__)),
def(CURLRES_SYNCH),
def(HAVE_FDOPEN),
def(SIGALRM),
!def(CURL_DISABLE_TELNET),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(CURL_DISABLE_HTTP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_RTSP),
!def(HAVE_INET_PTON),
def(LIB1503),
def(__riscos__),
def(USE_WINDOWS_SSPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_CHUNKED),
!def(CURL_DISABLE_DICT),
!def(DEBUGBUILD),
!def(CURL_DISABLE_GOPHER),
def(CURL_DOES_CONVERSIONS),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_INET_NTOP),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(UNITTESTS),
!def(CURL_DISABLE_HTTP),
(!def(_WIN32_WCE)&!def(WIN32)),
def(__EMX__),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_STRTOK_R),
def(LIB585),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(TIME_WITH_SYS_TIME),
def(USE_GNUTLS),
def(LIB1502),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_BASENAME),
def(USE_ENVIRONMENT),
!def(_LDAP_PVT_H),
def(HAVE_WRITABLE_ARGV),
def(HAVE_GSSAPI),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_POLARSSL),
def(DISABLE_EXPECT),
def(UNITTESTS),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_MEMRCHR),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_SETMODE),
def(USE_CYASSL),
!def(CURL_DISABLE_TFTP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(ENABLE_IPV6),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_LIBRTMP),
!def(HAVE_FSETXATTR),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(USE_NGHTTP2),
!def(__EMX__),
!def(CURL_DISABLE_PROXY),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(MEMDEBUG_LOG_SYNC),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(DEBUGBUILD),
def(SIGPIPE),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
True,
def(USE_NSS),
def(SIGHUP),
def(HAVE_SOCKETPAIR),
