def(DISABLE_EXPECT),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(UNITTESTS),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(WIN32)&!def(__AMIGA__)),
def(LIB585),
def(HAVE_SOCKETPAIR),
def(UNITTESTS),
!def(HAVE_STRTOK_R),
def(__VMS),
!def(_LDAP_PVT_H),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_PROXY),
def(SIGHUP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_NSS),
!def(HAVE_MEMRCHR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
True,
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_TELNET),
def(ENABLE_IPV6),
def(USE_ENVIRONMENT),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(WIN32)&!def(_WIN32_WCE)),
def(__EMX__),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_GOPHER),
def(USE_GNUTLS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(LIB1503),
def(CURLRES_SYNCH),
def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(__riscos__),
def(HAVE_FSETXATTR_6),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(USE_NSS)&def(USE_NTLM)),
!def(HAVE_BASENAME),
def(DEBUGBUILD),
!def(HAVE_INET_NTOP),
def(USE_NGHTTP2),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_INET_PTON),
def(SIGPIPE),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_DICT),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_GETPASS_R),
!def(DEBUGBUILD),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DOES_CONVERSIONS),
def(USE_CHUNKED),
def(HAVE_SETMODE),
!def(CURL_DISABLE_RTSP),
def(CURL_DISABLE_HTTP),
def(LIB1502),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_NTLM),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_WINDOWS_SSPI),
def(CURL_DOES_CONVERSIONS),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_WRITABLE_ARGV),
def(TIME_WITH_SYS_TIME),
def(USE_LIBRTMP),
def(USE_POLARSSL),
!def(__EMX__),
!def(CURL_DISABLE_TFTP),
def(HAVE_FDOPEN),
def(SIGALRM),
def(USE_CYASSL),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_HTTP),
