(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_LIBRTMP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB585),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_HTTP),
def(USE_NGHTTP2),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(DEBUGBUILD),
def(LIB1502),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(CURLRES_SYNCH),
def(UNITTESTS),
def(MEMDEBUG_LOG_SYNC),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(DEBUGBUILD),
def(HAVE_SETMODE),
def(USE_POLARSSL),
!def(CURL_DISABLE_RTSP),
!def(HAVE_INET_NTOP),
def(CURL_DOES_CONVERSIONS),
def(HAVE_FDOPEN),
def(TIME_WITH_SYS_TIME),
def(USE_CHUNKED),
!def(CURL_DISABLE_LDAP),
def(SIGHUP),
def(ENABLE_IPV6),
(def(USE_NSS)&def(USE_NTLM)),
def(LIB1503),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_PROXY),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_CYASSL),
def(CURLDEBUG),
!def(CURL_DISABLE_GOPHER),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(HAVE_SOCKETPAIR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_DICT),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_BASENAME),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_PIPE),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__EMX__),
def(CURL_DISABLE_HTTP),
!def(__EMX__),
def(__VMS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_FSETXATTR),
def(USE_NSS),
def(USE_GNUTLS),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(DISABLE_EXPECT),
!def(HAVE_MEMRCHR),
True,
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DOES_CONVERSIONS),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(CURL_DO_LINEEND_CONV),
(def(WIN32)&!def(__AMIGA__)),
def(USE_ENVIRONMENT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(_LDAP_PVT_H),
(def(WIN32)&!def(_WIN32_WCE)),
def(SIGPIPE),
!def(HAVE_INET_PTON),
def(SIGALRM),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_TELNET),
!def(HAVE_STRTOK_R),
def(HAVE_GSSAPI),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_FSETXATTR_6),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_NTLM),
!def(HAVE_GSSAPI),
def(HAVE_WRITABLE_ARGV),
def(__riscos__),
