def(DISABLE_EXPECT),
def(USE_GNUTLS),
!def(CURL_DISABLE_LDAP),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_LIBRTMP),
!def(HAVE_INET_NTOP),
def(MEMDEBUG_LOG_SYNC),
def(__VMS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_PTON),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURLRES_SYNCH),
def(HAVE_FDOPEN),
True,
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_SETMODE),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_FSETXATTR),
def(ENABLE_IPV6),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGHUP),
!def(HAVE_GSSAPI),
!def(CURL_DOES_CONVERSIONS),
def(UNITTESTS),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_TFTP),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(DEBUGBUILD),
def(USE_CHUNKED),
!def(CURL_DISABLE_DICT),
def(SIGPIPE),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_GOPHER),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_FSETXATTR),
def(__riscos__),
!def(CURL_DISABLE_HTTP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(__EMX__),
!def(_LDAP_PVT_H),
def(LIB1503),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_SOCKETPAIR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_PROXY),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_ENVIRONMENT),
def(HAVE_FSETXATTR_6),
def(LIB585),
!def(HAVE_MEMRCHR),
def(USE_POLARSSL),
def(USE_NSS),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(LIB1502),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_NTLM),
!def(CURL_DISABLE_RTSP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_GETPASS_R),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(DEBUGBUILD),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_STRTOK_R),
def(USE_WINDOWS_SSPI),
def(HAVE_PIPE),
def(TIME_WITH_SYS_TIME),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_TELNET),
def(SIGALRM),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_GSSAPI),
def(CURLDEBUG),
def(__EMX__),
def(USE_NGHTTP2),
def(USE_CYASSL),
(def(USE_NSS)&def(USE_NTLM)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
