def(SIGPIPE),
!def(CURL_DISABLE_RTSP),
def(USE_POLARSSL),
def(LIB1502),
!def(UNITTESTS),
def(USE_NSS),
!def(HAVE_GETPASS_R),
def(USE_CHUNKED),
!def(DEBUGBUILD),
def(__EMX__),
def(USE_LIBRTMP),
!def(CURL_DISABLE_HTTP),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_PROXY),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_TFTP),
!def(HAVE_INET_NTOP),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_GNUTLS),
def(USE_ENVIRONMENT),
def(ENABLE_IPV6),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LDAP),
def(__riscos__),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(HAVE_SETMODE),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_DICT),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_WRITABLE_ARGV),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_MEMRCHR),
def(LIB585),
def(UNITTESTS),
def(USE_NGHTTP2),
!def(HAVE_BASENAME),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_CYASSL),
def(CURL_DO_LINEEND_CONV),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_TELNET),
def(LIB1503),
True,
def(HAVE_GSSAPI),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_FSETXATTR),
!def(__EMX__),
def(SIGHUP),
def(HAVE_SOCKETPAIR),
def(CURL_DISABLE_HTTP),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_FDOPEN),
!def(_LDAP_PVT_H),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_INET_PTON),
def(CURLRES_SYNCH),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(DEBUGBUILD),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_FSETXATTR_6),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(SIGALRM),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_GOPHER),
def(TIME_WITH_SYS_TIME),
def(CURL_DOES_CONVERSIONS),
def(__VMS),
