def(__AMIGA__),
True,
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_GETHOSTNAME),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(__riscos__),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_TELNET),
def(TIME_WITH_SYS_TIME),
(def(__AMIGA__)&!def(__libnix__)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DOES_CONVERSIONS),
def(__EMX__),
def(DISABLE_EXPECT),
def(CURLDEBUG),
!def(CURL_DISABLE_LDAP),
!def(HAVE_INET_PTON),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(LIB585),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_RTSP),
!def(HAVE_INET_NTOP),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_STRTOK_R),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_FSETXATTR),
def(HAVE_WRITABLE_ARGV),
def(CURL_DOES_CONVERSIONS),
!def(USE_WINDOWS_SSPI),
def(USE_LIBRTMP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(DEBUGBUILD),
def(HAVE_SETMODE),
def(HAVE_PIPE),
def(USE_NSS),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
!def(CURL_DISABLE_PROXY),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(UNITTESTS),
!def(_LDAP_PVT_H),
(def(WIN32)&!def(__AMIGA__)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(ENABLE_IPV6),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(CURL_DISABLE_FTP),
def(USE_POLARSSL),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_HTTP),
!def(HAVE_MEMRCHR),
def(__VMS),
def(CURL_DISABLE_HTTP),
def(USE_CYASSL),
!def(CURL_DISABLE_DICT),
def(USE_CHUNKED),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_FSETXATTR),
(def(WIN32)&!def(_WIN32_WCE)),
