def(__riscos__),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_FTP),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(def(__AMIGA__)&!def(__libnix__)),
!def(HAVE_FSETXATTR),
def(HAVE_PIPE),
!def(CURL_DISABLE_LDAP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_PROXY),
def(TIME_WITH_SYS_TIME),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(USE_CYASSL),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_GOPHER),
def(CURL_DISABLE_HTTP),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_INET_NTOP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__AMIGA__),
!def(USE_WINDOWS_SSPI),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_LIBRTMP),
def(HAVE_SETMODE),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
def(__VMS),
!def(HAVE_INET_PTON),
def(CURLDEBUG),
!def(HAVE_MEMRCHR),
!def(CURL_DOES_CONVERSIONS),
True,
def(USE_CHUNKED),
def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_FSETXATTR),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_TFTP),
def(USE_POLARSSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_DICT),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_GETHOSTNAME),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_WRITABLE_ARGV),
def(USE_NSS),
!def(CURL_DISABLE_RTSP),
def(ENABLE_IPV6),
def(UNITTESTS),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(LIB585),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_STRTOK_R),
!def(__EMX__),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(__EMX__),
