!def(CURL_DISABLE_GOPHER),
def(SIGHUP),
def(SIGPIPE),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(WIN32)&!def(_WIN32_WCE)),
def(LIB1503),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__riscos__),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(SIGALRM),
def(TIME_WITH_SYS_TIME),
!def(HAVE_GETPASS_R),
def(DEBUGBUILD),
def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_FDOPEN),
def(USE_LIBRTMP),
def(HAVE_PIPE),
def(USE_CYASSL),
def(HAVE_SOCKETPAIR),
!def(DEBUGBUILD),
!def(HAVE_FSETXATTR),
def(LIB585),
!def(HAVE_INET_PTON),
!def(_LDAP_PVT_H),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(CURL_DOES_CONVERSIONS),
def(USE_ENVIRONMENT),
!def(HAVE_MEMRCHR),
def(__VMS),
def(DISABLE_EXPECT),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_POLARSSL),
!def(CURL_DISABLE_DICT),
def(USE_WINDOWS_SSPI),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_NSS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_HTTP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_TELNET),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
True,
def(ENABLE_IPV6),
def(USE_NTLM),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_STRTOK_R),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_TFTP),
def(__EMX__),
def(CURLDEBUG),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_LDAP),
!def(CURL_DOES_CONVERSIONS),
(def(WIN32)&!def(__AMIGA__)),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_RTSP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_PROXY),
def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(UNITTESTS),
def(HAVE_WRITABLE_ARGV),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_CHUNKED),
def(LIB1502),
def(HAVE_SETMODE),
def(USE_GNUTLS),
