def(USE_SSLEAY),
def(_FORM_DEBUG),
def(CURL_COOKIE_DEBUG),
(!def(WIN32)&!def(HAVE_GETPASS_R)&(def(HAVE_GETPASS_R)|def(WIN32)|def(VMS))&(def(HAVE_GETPASS_R)|!def(WIN32))),
def(MALLOCDEBUG),
(!def(WIN32)&!def(HAVE_GETPASS_R)&def(VMS)),
def(DPRINTF_DEBUG2),
def(_NETRC_DEBUG),
(!def(WIN32)&!def(HAVE_GETPASS_R)&(def(HAVE_GETPASS_R)|!def(WIN32))),
def(TEST_ENCODE),
def(_OLD_FORM_DEBUG),
(def(HAVE_INET_NTOA)&!def(ENABLE_IPV6)),
def(TEST_DECODE),
def(HAVE_GETPASS_R),
def(HAVE_FIONBIO),
True,
def(KRB4),
def(HAVE_O_NONBLOCK),
(def(VMS)&!def(WIN32)),
(!def(WIN32)&!def(VMS)),
!def(HAVE_STRTOK_R),
!def(WIN32),
def(WIN32),
def(DPRINTF_DEBUG),
