def(USE_ENVIRONMENT),
!def(HAVE_INET_NTOP),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_HTTP),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_GSSAPI),
def(HAVE_FSETXATTR),
!def(_LDAP_PVT_H),
def(USE_NGHTTP2),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_INET_PTON),
def(SIGPIPE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_WINDOWS_SSPI),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_NSS),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DISABLE_LDAP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(SIGHUP),
def(SIGALRM),
def(USE_CYASSL),
!def(CURL_DISABLE_PROXY),
def(CURL_DOES_CONVERSIONS),
def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_CHUNKED),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_SOCKETPAIR),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(USE_POLARSSL),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(DISABLE_EXPECT),
def(HAVE_WRITABLE_ARGV),
(def(WIN32)&!def(__AMIGA__)),
def(USE_LIBRTMP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FDOPEN),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_BASENAME),
def(USE_GNUTLS),
def(__VMS),
!def(CURL_DISABLE_RTSP),
def(CURLRES_SYNCH),
def(__EMX__),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(TIME_WITH_SYS_TIME),
def(__riscos__),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(LIB1502),
(def(WIN32)&!def(_WIN32_WCE)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_FSETXATTR),
!def(UNITTESTS),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(LIB585),
!def(CURL_DISABLE_GOPHER),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_STRTOK_R),
!def(DEBUGBUILD),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_TELNET),
def(HAVE_FSETXATTR_6),
def(DEBUGBUILD),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(UNITTESTS),
def(HAVE_GSSAPI),
def(ENABLE_IPV6),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(__EMX__),
True,
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB1503),
