(def(WIN32)&!def(__AMIGA__)),
def(LIB585),
!def(HAVE_GETPASS_R),
def(HAVE_WRITABLE_ARGV),
def(USE_LIBRTMP),
def(CURL_DOES_CONVERSIONS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_GOPHER),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(TIME_WITH_SYS_TIME),
def(CURL_DISABLE_HTTP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_LDAP),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(DEBUGBUILD),
def(USE_CHUNKED),
!def(HAVE_INET_NTOP),
!def(HAVE_MEMRCHR),
def(ENABLE_IPV6),
def(HAVE_FSETXATTR),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(HAVE_INET_PTON),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DOES_CONVERSIONS),
!def(_LDAP_PVT_H),
!def(HAVE_GSSAPI),
!def(HAVE_STRTOK_R),
def(MEMDEBUG_LOG_SYNC),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_WINDOWS_SSPI),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(__EMX__),
def(__riscos__),
def(USE_CYASSL),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(LIB1503),
def(UNITTESTS),
!def(__EMX__),
def(SIGALRM),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURLRES_SYNCH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_POLARSSL),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_GNUTLS),
def(SIGPIPE),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(DEBUGBUILD),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_TFTP),
def(USE_ENVIRONMENT),
True,
!def(HAVE_BASENAME),
def(SIGHUP),
!def(HAVE_FSETXATTR),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_DICT),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_NGHTTP2),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(UNITTESTS),
def(HAVE_SOCKETPAIR),
def(HAVE_SETMODE),
def(LIB1502),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_NSS),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_TELNET),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(HAVE_FDOPEN),
def(__VMS),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
