def(HAVE_FSETXATTR_6),
def(HAVE_GSSAPI),
def(LIB585),
def(HAVE_SOCKETPAIR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_SETMODE),
def(USE_POLARSSL),
def(CURL_DO_LINEEND_CONV),
!def(HAVE_FSETXATTR),
def(__EMX__),
def(__riscos__),
!def(UNITTESTS),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_LDAP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_WRITABLE_ARGV),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(DEBUGBUILD),
!def(_LDAP_PVT_H),
def(CURL_DISABLE_HTTP),
def(LIB1502),
!def(CURL_DISABLE_TFTP),
!def(HAVE_BASENAME),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_CYASSL),
!def(__EMX__),
def(HAVE_FSETXATTR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(SIGALRM),
!def(CURL_DISABLE_RTSP),
def(USE_NSS),
def(MEMDEBUG_LOG_SYNC),
def(USE_LIBRTMP),
def(USE_CHUNKED),
def(CURLRES_SYNCH),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(ENABLE_IPV6),
def(HAVE_FDOPEN),
def(UNITTESTS),
!def(CURL_DISABLE_TELNET),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(__VMS),
True,
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_NGHTTP2),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_PTON),
def(TIME_WITH_SYS_TIME),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_GNUTLS),
!def(CURL_DISABLE_HTTP),
def(LIB1503),
!def(CURL_DISABLE_PROXY),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_STRTOK_R),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(DISABLE_EXPECT),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(CURL_DOES_CONVERSIONS),
def(USE_ENVIRONMENT),
def(DEBUGBUILD),
!def(CURL_DISABLE_GOPHER),
def(SIGHUP),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_GETPASS_R),
def(SIGPIPE),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(HAVE_GSSAPI),
!def(HAVE_MEMRCHR),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_DICT),
