def(USE_NGHTTP2),
!def(CURL_DISABLE_RTSP),
def(MEMDEBUG_LOG_SYNC),
!def(__EMX__),
def(__riscos__),
def(HAVE_SETMODE),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TFTP),
def(SIGPIPE),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(DISABLE_EXPECT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_HTTP),
def(USE_NSS),
def(HAVE_SOCKETPAIR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_POLARSSL),
!def(HAVE_INET_NTOP),
def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_ENVIRONMENT),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(HAVE_GETPASS_R),
(!def(_WIN32_WCE)&!def(WIN32)),
def(LIB1502),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(TIME_WITH_SYS_TIME),
!def(_LDAP_PVT_H),
def(HAVE_FSETXATTR_6),
def(CURL_DOES_CONVERSIONS),
def(LIB585),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TELNET),
!def(HAVE_GSSAPI),
def(USE_CYASSL),
def(HAVE_GSSAPI),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_GNUTLS),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(SIGHUP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_LIBRTMP),
!def(HAVE_BASENAME),
!def(DEBUGBUILD),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_LDAP),
def(HAVE_FDOPEN),
def(ENABLE_IPV6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
True,
!def(CURL_DISABLE_GOPHER),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_CHUNKED),
def(DEBUGBUILD),
def(CURLRES_SYNCH),
def(HAVE_FSETXATTR),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_WINDOWS_SSPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(WIN32)&!def(_WIN32_WCE)),
def(SIGALRM),
def(__EMX__),
def(LIB1503),
!def(HAVE_INET_PTON),
!def(UNITTESTS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_PROXY),
def(HAVE_WRITABLE_ARGV),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_STRTOK_R),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(__VMS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(UNITTESTS),
!def(HAVE_MEMRCHR),
