def(USE_CYASSL),
!def(CURL_DISABLE_TELNET),
def(HAVE_SETMODE),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_NTLM),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_NSS),
def(DEBUGBUILD),
!def(CURL_DISABLE_DICT),
def(UNITTESTS),
def(SIGHUP),
def(CURL_DISABLE_HTTP),
!def(HAVE_GETPASS_R),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_FSETXATTR),
def(USE_CHUNKED),
!def(HAVE_FSETXATTR),
def(HAVE_FDOPEN),
def(SIGPIPE),
def(SIGALRM),
def(USE_POLARSSL),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(LIB1503),
def(HAVE_SOCKETPAIR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_ENVIRONMENT),
def(CURLRES_SYNCH),
def(USE_GNUTLS),
!def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(LIB1502),
!def(HAVE_BASENAME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(CURLDEBUG),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_RTSP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_LIBRTMP),
def(__riscos__),
!def(HAVE_STRTOK_R),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_MEMRCHR),
!def(__EMX__),
True,
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DOES_CONVERSIONS),
def(__VMS),
def(ENABLE_IPV6),
def(TIME_WITH_SYS_TIME),
def(DISABLE_EXPECT),
!def(HAVE_INET_NTOP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(CURL_DOES_CONVERSIONS),
!def(_LDAP_PVT_H),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_PROXY),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_LDAP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_INET_PTON),
def(HAVE_PIPE),
def(__EMX__),
def(LIB585),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_LIBCURL_OPTION),
