def(HAVE_WRITABLE_ARGV),
def(USE_NTLM),
def(TIME_WITH_SYS_TIME),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_GETPASS_R),
def(DISABLE_EXPECT),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_TFTP),
def(CURLRES_SYNCH),
def(CURLDEBUG),
!def(HAVE_INET_PTON),
def(USE_LIBRTMP),
!def(HAVE_INET_NTOP),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_FSETXATTR),
def(SIGPIPE),
def(HAVE_FSETXATTR),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
True,
def(LIB1503),
def(HAVE_FDOPEN),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_RTSP),
def(SIGALRM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_CYASSL),
def(USE_WINDOWS_SSPI),
!def(__EMX__),
def(CURL_DISABLE_HTTP),
def(UNITTESTS),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(SIGHUP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_PROXY),
def(CURL_DOES_CONVERSIONS),
def(DEBUGBUILD),
def(USE_NSS),
!def(HAVE_STRTOK_R),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_SOCKETPAIR),
!def(DEBUGBUILD),
(!def(_WIN32_WCE)&!def(WIN32)),
def(__EMX__),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(MEMDEBUG_LOG_SYNC),
def(USE_GNUTLS),
!def(CURL_DISABLE_TELNET),
def(HAVE_SETMODE),
def(LIB1502),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(WIN32),
!def(_LDAP_PVT_H),
def(ENABLE_IPV6),
def(LIB585),
!def(CURL_DISABLE_HTTP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(WIN32)&!def(_WIN32_WCE)),
def(__riscos__),
!def(HAVE_BASENAME),
def(__VMS),
def(HAVE_PIPE),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_POLARSSL),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_MEMRCHR),
def(USE_ENVIRONMENT),
