def(USE_NTLM),
def(USE_ENVIRONMENT),
def(HAVE_FDOPEN),
!def(HAVE_INET_NTOP),
!def(_LDAP_PVT_H),
def(LIB585),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_HTTP),
def(TIME_WITH_SYS_TIME),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(HAVE_MEMRCHR),
!def(DEBUGBUILD),
True,
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_GETPASS_R),
def(SIGHUP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_CYASSL),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_FSETXATTR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__VMS),
def(CURLDEBUG),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(CURLRES_SYNCH),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_PTON),
def(HAVE_SETMODE),
def(DISABLE_EXPECT),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TELNET),
def(ENABLE_IPV6),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_GNUTLS),
def(UNITTESTS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURL_DISABLE_HTTP),
def(__riscos__),
!def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_WRITABLE_ARGV),
def(SIGALRM),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_FSETXATTR),
!def(HAVE_STRTOK_R),
def(__EMX__),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_WINDOWS_SSPI),
def(MEMDEBUG_LOG_SYNC),
def(SIGPIPE),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_DICT),
def(USE_NSS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_CHUNKED),
def(LIB1502),
def(USE_LIBRTMP),
(def(WIN32)&!def(_WIN32_WCE)),
def(LIB1503),
!def(CURL_DISABLE_TFTP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_PROXY),
def(DEBUGBUILD),
def(HAVE_PIPE),
def(HAVE_SOCKETPAIR),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_POLARSSL),
!def(HAVE_BASENAME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_CRYPTO_AUTH),
