(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_DICT),
!def(HAVE_BASENAME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_FSETXATTR),
def(TIME_WITH_SYS_TIME),
True,
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_WINDOWS_SSPI),
def(SIGALRM),
!def(CURL_DISABLE_RTSP),
def(USE_ENVIRONMENT),
def(USE_CHUNKED),
!def(__EMX__),
!def(CURL_DISABLE_LDAP),
def(USE_GNUTLS),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_NSS),
def(USE_LIBRTMP),
def(LIB585),
def(USE_NTLM),
!def(CURL_DOES_CONVERSIONS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(ENABLE_IPV6),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_INET_PTON),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(WIN32)&!def(__AMIGA__)),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_PROXY),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_TELNET),
!def(HAVE_GETPASS_R),
def(USE_POLARSSL),
def(CURLRES_SYNCH),
def(HAVE_SETMODE),
!def(HAVE_INET_NTOP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(WIN32)&!def(_WIN32_WCE)),
def(LIB1502),
def(__VMS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_WRITABLE_ARGV),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_TFTP),
def(CURLDEBUG),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_STRTOK_R),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(SIGPIPE),
!def(DEBUGBUILD),
def(__riscos__),
def(LIB1503),
def(__EMX__),
!def(HAVE_MEMRCHR),
def(SIGHUP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_PIPE),
def(HAVE_FDOPEN),
def(DISABLE_EXPECT),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_SOCKETPAIR),
(!def(_WIN32_WCE)&!def(WIN32)),
def(UNITTESTS),
def(DEBUGBUILD),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_CYASSL),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_HTTP),
