!def(CURL_DISABLE_TFTP),
def(USE_POLARSSL),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(CURL_DOES_CONVERSIONS),
def(USE_CYASSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(DISABLE_EXPECT),
def(ENABLE_IPV6),
def(SIGPIPE),
!def(CURL_DISABLE_PROXY),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_LIBRTMP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(LIB585),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_MEMRCHR),
(def(WIN32)&!def(__AMIGA__)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_GNUTLS),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(_LDAP_PVT_H),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_BASENAME),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(CURL_DISABLE_HTTP),
!def(DEBUGBUILD),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_NTLM),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_TELNET),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_WINDOWS_SSPI),
!def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_DICT),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_RTSP),
def(DEBUGBUILD),
def(__VMS),
def(HAVE_FSETXATTR),
def(LIB1503),
def(CURLDEBUG),
True,
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_SETMODE),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_HTTP),
def(USE_ENVIRONMENT),
def(__EMX__),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(HAVE_PIPE),
def(USE_NSS),
def(USE_CHUNKED),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_GETPASS_R),
def(HAVE_SOCKETPAIR),
def(TIME_WITH_SYS_TIME),
def(SIGALRM),
def(__riscos__),
def(UNITTESTS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_FDOPEN),
def(SIGHUP),
!def(__EMX__),
def(WIN32),
def(CURLRES_SYNCH),
def(HAVE_WRITABLE_ARGV),
def(LIB1502),
