(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_ENVIRONMENT),
def(USE_CHUNKED),
def(SIGHUP),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(__riscos__),
def(CURLRES_SYNCH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_LDAP),
!def(HAVE_MEMRCHR),
def(CURL_DOES_CONVERSIONS),
def(SIGPIPE),
!def(CURL_DISABLE_HTTP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(ENABLE_IPV6),
def(TIME_WITH_SYS_TIME),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_INET_NTOP),
!def(USE_WIN32_IDN),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(__VMS),
!def(CURL_DISABLE_GOPHER),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(DEBUGBUILD),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DOES_CONVERSIONS),
def(USE_LIBRTMP),
def(HAVE_FDOPEN),
def(HAVE_FSETXATTR_6),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(SIGALRM),
def(LIB1502),
def(LIB1503),
!def(CURL_DISABLE_DICT),
def(USE_POLARSSL),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_TFTP),
def(HAVE_SOCKETPAIR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(__AMIGA__)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_GSSAPI),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_TELNET),
def(USE_NGHTTP2),
def(HAVE_GSSAPI),
!def(HAVE_BASENAME),
def(SIGTERM),
!def(HAVE_STRTOK_R),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_RTSP),
def(USE_CYASSL),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DEBUGBUILD),
!def(HAVE_INET_PTON),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_FSETXATTR),
def(__EMX__),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_PROXY),
def(USE_GNUTLS),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_FSETXATTR),
True,
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(HAVE_GETPASS_R),
def(LIB585),
!def(UNITTESTS),
def(UNITTESTS),
def(SIGINT),
def(DISABLE_EXPECT),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(__EMX__),
def(USE_NSS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(CURL_DO_LINEEND_CONV),
