def(USE_CYASSL),
def(USE_CHUNKED),
!def(CURL_DISABLE_PROXY),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(LIB1503),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(LIB1502),
def(TIME_WITH_SYS_TIME),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(DEBUGBUILD),
def(HAVE_WRITABLE_ARGV),
def(USE_GNUTLS),
(def(WIN32)&!def(__AMIGA__)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(__EMX__),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(__VMS),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_INET_PTON),
def(DISABLE_EXPECT),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TFTP),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_DICT),
def(ENABLE_IPV6),
def(SIGHUP),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_MEMRCHR),
def(HAVE_SOCKETPAIR),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_TELNET),
True,
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(UNITTESTS),
!def(CURL_DISABLE_GOPHER),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(UNITTESTS),
def(SIGPIPE),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_STRTOK_R),
!def(HAVE_BASENAME),
def(USE_POLARSSL),
def(USE_NGHTTP2),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(__EMX__),
!def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGALRM),
def(HAVE_FDOPEN),
def(LIB585),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_NSS),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(SIGTERM),
def(CURL_DO_LINEEND_CONV),
!def(_LDAP_PVT_H),
def(CURL_DISABLE_HTTP),
def(SIGINT),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DISABLE_LDAP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_GETPASS_R),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_RTSP),
def(DEBUGBUILD),
def(USE_LIBRTMP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_INET_NTOP),
def(__riscos__),
!def(USE_WIN32_IDN),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_FSETXATTR),
!def(HAVE_FSETXATTR),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(CURLRES_SYNCH),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
