(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_INET_PTON),
def(CURLRES_SYNCH),
def(__riscos__),
def(USE_WINDOWS_SSPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_MEMRCHR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_PROXY),
def(USE_LIBRTMP),
def(SIGALRM),
!def(DEBUGBUILD),
def(USE_ENVIRONMENT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(__EMX__),
def(USE_NSS),
def(USE_CYASSL),
!def(CURL_DISABLE_TELNET),
(!def(_WIN32_WCE)&!def(WIN32)),
def(CURL_DOES_CONVERSIONS),
def(CURL_DISABLE_HTTP),
True,
def(USE_CHUNKED),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(WIN32)&!def(__AMIGA__)),
def(ENABLE_IPV6),
def(HAVE_FSETXATTR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_LDAP),
def(HAVE_FDOPEN),
def(USE_NTLM),
!def(__EMX__),
def(HAVE_WRITABLE_ARGV),
!def(_LDAP_PVT_H),
def(CURLDEBUG),
!def(HAVE_STRTOK_R),
def(LIB585),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_RTSP),
def(USE_POLARSSL),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(UNITTESTS),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(LIB1503),
!def(HAVE_INET_NTOP),
def(__VMS),
!def(CURL_DISABLE_TFTP),
def(DEBUGBUILD),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_SOCKETPAIR),
def(DISABLE_EXPECT),
def(USE_GNUTLS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_HTTP),
def(LIB1502),
def(HAVE_PIPE),
def(HAVE_SETMODE),
def(SIGHUP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_FSETXATTR),
def(TIME_WITH_SYS_TIME),
def(SIGPIPE),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_BASENAME),
!def(HAVE_GETPASS_R),
