!def(CURL_DISABLE_HTTP),
def(HAVE_FSETXATTR),
def(ENABLE_IPV6),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(__VMS),
def(LIB585),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LDAP),
def(DEBUGBUILD),
def(USE_CYASSL),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(TIME_WITH_SYS_TIME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__AMIGA__),
def(CURLDEBUG),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(UNITTESTS),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
!def(USE_WINDOWS_SSPI),
def(__EMX__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
True,
!def(DEBUGBUILD),
!def(HAVE_MEMRCHR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_LIBRTMP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
!def(CURL_DISABLE_FTP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(USE_POLARSSL),
def(__riscos__),
!def(HAVE_STRTOK_R),
def(USE_NSS),
!def(CURL_DISABLE_PROXY),
def(HAVE_GETHOSTNAME),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(_LDAP_PVT_H),
def(HAVE_SETMODE),
!def(CURL_DISABLE_TFTP),
!def(HAVE_INET_PTON),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_INET_NTOP),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(def(__AMIGA__)&!def(__libnix__)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_RTSP),
!def(__EMX__),
def(CURL_DISABLE_HTTP),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_TELNET),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DOES_CONVERSIONS),
