(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
True,
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(__AMIGA__)&!def(__libnix__)),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_FTP),
def(USE_NTLM),
def(HAVE_PIPE),
!def(CURL_DISABLE_RTSP),
!def(CURL_DOES_CONVERSIONS),
def(__VMS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURLDEBUG),
!def(CURL_DISABLE_DICT),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(HAVE_WRITABLE_ARGV),
!def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_INET_PTON),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
def(UNITTESTS),
def(USE_CYASSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_CHUNKED),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_GETHOSTNAME),
!def(_LDAP_PVT_H),
def(DEBUGBUILD),
!def(DEBUGBUILD),
(def(WIN32)&!def(__AMIGA__)),
def(USE_NSS),
!def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(TIME_WITH_SYS_TIME),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(DISABLE_EXPECT),
def(ENABLE_IPV6),
!def(CURL_DISABLE_TELNET),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_STRTOK_R),
def(LIB585),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(__EMX__),
!def(HAVE_INET_NTOP),
def(HAVE_SETMODE),
def(USE_POLARSSL),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_HTTP),
def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__AMIGA__),
!def(CURL_DISABLE_TFTP),
def(CURL_DISABLE_HTTP),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(__EMX__),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_PROXY),
def(USE_GNUTLS),
def(__riscos__),
def(USE_LIBRTMP),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
