!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_FTP),
def(TIME_WITH_SYS_TIME),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_STRTOK_R),
def(__VMS),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(def(__AMIGA__)&!def(__libnix__)),
def(USE_CHUNKED),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_LDAP),
(!def(_WIN32_WCE)&!def(WIN32)),
def(__riscos__),
!def(HAVE_INET_PTON),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SETMODE),
!def(USE_WINDOWS_SSPI),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_TELNET),
def(UNITTESTS),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_FSETXATTR),
def(CURL_DISABLE_HTTP),
def(HAVE_FSETXATTR),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_DICT),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(ENABLE_IPV6),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_WRITABLE_ARGV),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(CURLDEBUG),
def(USE_LIBRTMP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_CYASSL),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(__EMX__),
def(__EMX__),
def(HAVE_GETHOSTNAME),
def(USE_NTLM),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(DEBUGBUILD),
def(HAVE_PIPE),
def(DEBUGBUILD),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(CURL_DISABLE_PROXY),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_MEMRCHR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_POLARSSL),
!def(HAVE_INET_NTOP),
def(LIB585),
!def(CURL_DISABLE_RTSP),
def(USE_NSS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(_LDAP_PVT_H),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__AMIGA__),
True,
def(DISABLE_EXPECT),
