def(__riscos__),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_DICT),
def(USE_NSS),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
True,
def(USE_LIBRTMP),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_TELNET),
def(HAVE_SOCKETPAIR),
def(USE_CHUNKED),
def(SIGPIPE),
def(__EMX__),
def(TIME_WITH_SYS_TIME),
!def(HAVE_FSETXATTR),
def(DEBUGBUILD),
def(USE_POLARSSL),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_PIPE),
!def(CURL_DISABLE_HTTP),
(def(USE_NSS)&def(USE_NTLM)),
def(USE_NTLM),
def(USE_GNUTLS),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_RTSP),
def(CURLDEBUG),
def(LIB1502),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURL_DO_LINEEND_CONV),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(LIB1503),
!def(CURL_DISABLE_GOPHER),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(ENABLE_IPV6),
def(LIB585),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(__VMS),
!def(CURL_DISABLE_PROXY),
!def(_LDAP_PVT_H),
def(CURLRES_SYNCH),
!def(HAVE_GETPASS_R),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SETMODE),
!def(CURL_DISABLE_TFTP),
!def(HAVE_MEMRCHR),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_INET_PTON),
def(MEMDEBUG_LOG_SYNC),
def(USE_CYASSL),
def(HAVE_FDOPEN),
def(CURL_DISABLE_HTTP),
!def(HAVE_BASENAME),
def(HAVE_FSETXATTR_6),
!def(DEBUGBUILD),
def(DISABLE_EXPECT),
def(USE_NGHTTP2),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_INET_NTOP),
def(SIGHUP),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_GSSAPI),
def(CURL_DOES_CONVERSIONS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_LDAP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_STRTOK_R),
def(UNITTESTS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_FSETXATTR),
(!def(_WIN32_WCE)&!def(WIN32)),
def(SIGALRM),
(def(__riscos__)&def(USE_ENVIRONMENT)),
