(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(CURLRES_SYNCH),
!def(HAVE_GETPASS_R),
!def(HAVE_INET_NTOP),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(__EMX__),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_NSS),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_FDOPEN),
def(USE_POLARSSL),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_HTTP),
def(CURL_DOES_CONVERSIONS),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_RTSP),
def(HAVE_PIPE),
def(USE_NTLM),
def(HAVE_SETMODE),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(__EMX__),
!def(CURL_DISABLE_PROXY),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LDAP),
def(USE_CYASSL),
def(LIB585),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(LIB1503),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_CHUNKED),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_WINDOWS_SSPI),
!def(CURL_DOES_CONVERSIONS),
def(CURLDEBUG),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(ENABLE_IPV6),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(SIGPIPE),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_WRITABLE_ARGV),
!def(_LDAP_PVT_H),
def(USE_LIBRTMP),
def(SIGHUP),
True,
def(SIGALRM),
!def(CURL_DISABLE_TELNET),
def(__riscos__),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_GNUTLS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_FSETXATTR),
def(USE_ENVIRONMENT),
def(HAVE_SOCKETPAIR),
!def(HAVE_INET_PTON),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(__VMS),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_GOPHER),
def(DISABLE_EXPECT),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_STRTOK_R),
!def(DEBUGBUILD),
def(HAVE_FSETXATTR),
def(LIB1502),
def(DEBUGBUILD),
