(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(SIGHUP),
!def(CURL_DISABLE_LDAP),
def(__VMS),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(DISABLE_EXPECT),
def(TIME_WITH_SYS_TIME),
!def(HAVE_FSETXATTR),
def(HAVE_SOCKETPAIR),
!def(HAVE_MEMRCHR),
!def(__EMX__),
def(__riscos__),
def(SIGPIPE),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_DICT),
def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_PROXY),
def(USE_GNUTLS),
def(USE_NSS),
def(USE_POLARSSL),
True,
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_TELNET),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_PTON),
def(CURL_DO_LINEEND_CONV),
def(MEMDEBUG_LOG_SYNC),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(__EMX__),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(LIB585),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(SIGALRM),
def(USE_ENVIRONMENT),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(_LDAP_PVT_H),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(HAVE_GSSAPI),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_NGHTTP2),
!def(HAVE_GETPASS_R),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(LIB1502),
!def(HAVE_BASENAME),
def(USE_CHUNKED),
def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_LIBRTMP),
def(LIB1503),
!def(DEBUGBUILD),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_RTSP),
def(USE_CYASSL),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(UNITTESTS),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(ENABLE_IPV6),
def(HAVE_FDOPEN),
!def(HAVE_INET_NTOP),
def(HAVE_FSETXATTR_6),
def(CURL_DISABLE_HTTP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(UNITTESTS),
!def(USE_WIN32_IDN),
def(HAVE_WRITABLE_ARGV),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_GOPHER),
