!def(CURL_DISABLE_PROXY),
!def(__EMX__),
def(__VMS),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_FTP),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_NSS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(CURL_DOES_CONVERSIONS),
def(USE_CHUNKED),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(__AMIGA__),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
!def(CURL_DISABLE_LDAP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(__EMX__),
!def(HAVE_MEMRCHR),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_SETMODE),
def(USE_LIBRTMP),
!def(HAVE_INET_PTON),
def(HAVE_PIPE),
def(ENABLE_IPV6),
!def(CURL_DISABLE_DICT),
def(__riscos__),
def(USE_POLARSSL),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_GETHOSTNAME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_FSETXATTR),
def(DEBUGBUILD),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(CURLDEBUG),
def(HAVE_WRITABLE_ARGV),
(!def(_WIN32_WCE)&!def(WIN32)),
True,
def(TIME_WITH_SYS_TIME),
(def(__AMIGA__)&!def(__libnix__)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(LIB585),
!def(CURL_DISABLE_TFTP),
!def(CURL_DOES_CONVERSIONS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_CYASSL),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(DISABLE_EXPECT),
!def(_LDAP_PVT_H),
def(UNITTESTS),
!def(DEBUGBUILD),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_TELNET),
!def(HAVE_INET_NTOP),
!def(USE_WINDOWS_SSPI),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_GOPHER),
