(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(HAVE_INET_NTOP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_FSETXATTR),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(UNITTESTS),
def(LIB585),
!def(CURL_DOES_CONVERSIONS),
def(USE_NSS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(SIGPIPE),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(CURLRES_SYNCH),
def(__EMX__),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(SIGHUP),
def(SIGTERM),
True,
def(HAVE_FDOPEN),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(_LDAP_PVT_H),
def(HAVE_FSETXATTR),
def(USE_ENVIRONMENT),
!def(HAVE_STRTOK_R),
def(HAVE_SOCKETPAIR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(__EMX__),
!def(HAVE_GETPASS_R),
!def(DEBUGBUILD),
!def(CURL_DISABLE_LDAP),
def(TIME_WITH_SYS_TIME),
def(USE_NGHTTP2),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(SIGINT),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_BASENAME),
def(ENABLE_IPV6),
def(USE_WINDOWS_SSPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(LIB1503),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(LIB1502),
def(HAVE_SETMODE),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_GSSAPI),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(__riscos__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(DEBUGBUILD),
def(USE_POLARSSL),
!def(CURL_DISABLE_GOPHER),
def(USE_GNUTLS),
def(USE_CHUNKED),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_DICT),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_MEMRCHR),
def(USE_LIBRTMP),
def(USE_CYASSL),
!def(CURL_DISABLE_TFTP),
(def(WIN32)&!def(__AMIGA__)),
def(CURL_DOES_CONVERSIONS),
!def(UNITTESTS),
def(DISABLE_EXPECT),
!def(HAVE_INET_PTON),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_FSETXATTR_6),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_HTTP),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_RTSP),
def(__VMS),
!def(CURL_DISABLE_PROXY),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(SIGALRM),
