(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(CURL_DISABLE_HTTP),
def(HAVE_PIPE),
!def(DEBUGBUILD),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_POLARSSL),
!def(CURL_DISABLE_RTSP),
!def(HAVE_GETPASS_R),
(def(WIN32)&!def(_WIN32_WCE)),
def(UNITTESTS),
def(SIGPIPE),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_FSETXATTR_6),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_SETMODE),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_TFTP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_ENVIRONMENT),
!def(HAVE_BASENAME),
def(SIGHUP),
True,
!def(CURL_DISABLE_HTTP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_GOPHER),
def(LIB1502),
def(USE_NTLM),
def(CURLDEBUG),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(CURL_DOES_CONVERSIONS),
def(USE_GNUTLS),
def(USE_CHUNKED),
def(ENABLE_IPV6),
(def(USE_NSS)&def(USE_NTLM)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_NSS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(__riscos__),
!def(__EMX__),
def(USE_NGHTTP2),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FSETXATTR),
!def(HAVE_INET_NTOP),
def(USE_LIBRTMP),
def(USE_CYASSL),
!def(CURL_DISABLE_LDAP),
def(HAVE_GSSAPI),
!def(HAVE_GSSAPI),
!def(HAVE_MEMRCHR),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_WINDOWS_SSPI),
def(DISABLE_EXPECT),
!def(CURL_DOES_CONVERSIONS),
def(LIB585),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_STRTOK_R),
def(DEBUGBUILD),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_WRITABLE_ARGV),
def(TIME_WITH_SYS_TIME),
def(HAVE_SOCKETPAIR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(SIGALRM),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURLRES_SYNCH),
!def(_LDAP_PVT_H),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(HAVE_FSETXATTR),
def(__EMX__),
(def(WIN32)&!def(__AMIGA__)),
def(LIB1503),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_DICT),
