(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__VMS),
def(USE_NTLM),
(def(WIN32)&!def(__AMIGA__)),
def(SIGPIPE),
def(HAVE_SOCKETPAIR),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_LIBRTMP),
!def(_LDAP_PVT_H),
def(USE_CYASSL),
def(USE_ENVIRONMENT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_FDOPEN),
def(USE_GNUTLS),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_PROXY),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(__EMX__),
def(DISABLE_EXPECT),
def(HAVE_WRITABLE_ARGV),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_TFTP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
True,
def(LIB1502),
!def(CURL_DISABLE_TELNET),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(ENABLE_IPV6),
def(LIB585),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_RTSP),
!def(__EMX__),
def(USE_NSS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(SIGALRM),
!def(DEBUGBUILD),
def(LIB1503),
def(HAVE_PIPE),
!def(HAVE_INET_NTOP),
def(__riscos__),
def(USE_WINDOWS_SSPI),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(SIGHUP),
!def(CURL_DISABLE_LDAP),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(CURL_DISABLE_HTTP),
def(USE_POLARSSL),
!def(CURL_DISABLE_DICT),
def(CURLRES_SYNCH),
!def(HAVE_BASENAME),
!def(HAVE_GETPASS_R),
def(TIME_WITH_SYS_TIME),
!def(CURL_DOES_CONVERSIONS),
def(CURL_DOES_CONVERSIONS),
def(CURLDEBUG),
def(HAVE_SETMODE),
!def(HAVE_FSETXATTR),
!def(HAVE_INET_PTON),
def(MEMDEBUG_LOG_SYNC),
def(DEBUGBUILD),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_FSETXATTR),
