!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(DISABLE_EXPECT),
!def(HAVE_INET_NTOP),
def(HAVE_FSETXATTR_6),
!def(USE_WIN32_IDN),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_STRTOK_R),
def(HAVE_GSSAPI),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__VMS),
def(SIGALRM),
def(__riscos__),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_GSSAPI),
!def(CURL_DOES_CONVERSIONS),
def(CURLRES_SYNCH),
!def(HAVE_GETPASS_R),
def(UNITTESTS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(LIB1502),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGHUP),
def(DEBUGBUILD),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_WRITABLE_ARGV),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_FSETXATTR),
def(TIME_WITH_SYS_TIME),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_TELNET),
def(USE_LIBRTMP),
def(__EMX__),
def(USE_NGHTTP2),
!def(CURL_DISABLE_RTSP),
def(CURL_DOES_CONVERSIONS),
def(USE_POLARSSL),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_GOPHER),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_SOCKETPAIR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(CURL_DO_LINEEND_CONV),
def(USE_GNUTLS),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_PROXY),
def(LIB585),
!def(CURL_DISABLE_DICT),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_FDOPEN),
!def(HAVE_BASENAME),
!def(_LDAP_PVT_H),
!def(HAVE_MEMRCHR),
def(USE_ENVIRONMENT),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_INET_PTON),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(ENABLE_IPV6),
!def(UNITTESTS),
(def(HAVE_PIPE)&!def(UNITTESTS)),
True,
def(USE_NSS),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(__EMX__),
def(USE_CYASSL),
!def(CURL_DISABLE_HTTP),
def(LIB1503),
def(HAVE_FSETXATTR),
def(SIGPIPE),
!def(CURL_DISABLE_TFTP),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(DEBUGBUILD),
def(CURL_DISABLE_HTTP),
