def(DISABLE_EXPECT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(LIB585),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(ENABLE_IPV6),
def(HAVE_FDOPEN),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_WRITABLE_ARGV),
def(CURLRES_SYNCH),
!def(__EMX__),
def(DEBUGBUILD),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_GOPHER),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_PROXY),
def(LIB1502),
!def(CURL_DISABLE_DICT),
def(LIB1503),
!def(CURL_DOES_CONVERSIONS),
def(USE_NTLM),
def(SIGHUP),
def(CURL_DOES_CONVERSIONS),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_RTSP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(WIN32)&!def(__AMIGA__)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_NGHTTP2),
def(SIGALRM),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(__VMS),
!def(HAVE_FSETXATTR),
!def(HAVE_STRTOK_R),
def(USE_CYASSL),
(def(USE_NSS)&def(USE_NTLM)),
!def(HAVE_GETPASS_R),
!def(HAVE_BASENAME),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_GSSAPI),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(CURLDEBUG),
def(USE_LIBRTMP),
def(SIGPIPE),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(DEBUGBUILD),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_WINDOWS_SSPI),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_HTTP),
def(USE_GNUTLS),
def(__riscos__),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_MEMRCHR),
def(HAVE_SOCKETPAIR),
!def(HAVE_INET_NTOP),
def(HAVE_GSSAPI),
def(CURL_DISABLE_HTTP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(MEMDEBUG_LOG_SYNC),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_CHUNKED),
def(USE_NSS),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_SETMODE),
!def(CURL_DISABLE_LDAP),
def(USE_POLARSSL),
def(USE_ENVIRONMENT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(_LDAP_PVT_H),
def(HAVE_FSETXATTR),
(!def(_WIN32_WCE)&!def(WIN32)),
def(UNITTESTS),
True,
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(TIME_WITH_SYS_TIME),
!def(UNITTESTS),
