def(CURL_DISABLE_HTTP),
def(__riscos__),
def(LIB1502),
def(USE_CHUNKED),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_LIBRTMP),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_INET_PTON),
def(USE_ENVIRONMENT),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_INET_NTOP),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_HTTP),
def(USE_NTLM),
def(USE_WINDOWS_SSPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DOES_CONVERSIONS),
def(USE_NSS),
def(USE_CYASSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(SIGHUP),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_MEMRCHR),
def(HAVE_FSETXATTR),
def(HAVE_SOCKETPAIR),
def(HAVE_WRITABLE_ARGV),
def(DISABLE_EXPECT),
def(USE_POLARSSL),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_GOPHER),
def(SIGALRM),
def(HAVE_FDOPEN),
!def(__EMX__),
def(__EMX__),
def(ENABLE_IPV6),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_BASENAME),
def(USE_GNUTLS),
def(LIB1503),
True,
def(LIB585),
def(TIME_WITH_SYS_TIME),
def(__VMS),
def(HAVE_SETMODE),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_TELNET),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_LDAP),
!def(_LDAP_PVT_H),
def(CURL_DOES_CONVERSIONS),
def(SIGPIPE),
!def(HAVE_FSETXATTR),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_RTSP),
def(CURLDEBUG),
!def(DEBUGBUILD),
def(UNITTESTS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_TFTP),
def(HAVE_PIPE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_DICT),
(def(WIN32)&!def(__AMIGA__)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_STRTOK_R),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
