(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_MEMRCHR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DOES_CONVERSIONS),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(DEBUGBUILD),
!def(CURL_DISABLE_DICT),
def(USE_NSS),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
def(HAVE_SETMODE),
!def(CURL_DISABLE_LDAP),
def(CURL_DOES_CONVERSIONS),
def(USE_CYASSL),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
!def(_LDAP_PVT_H),
True,
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_FTP),
def(LIB585),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_FSETXATTR),
def(UNITTESTS),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_PROXY),
def(CURLDEBUG),
!def(CURL_DISABLE_RTSP),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(__AMIGA__),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(__VMS),
def(CURL_DISABLE_HTTP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_WRITABLE_ARGV),
def(USE_LIBRTMP),
!def(CURL_DISABLE_TFTP),
!def(USE_WINDOWS_SSPI),
def(__riscos__),
def(ENABLE_IPV6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_TELNET),
def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_HTTP),
def(__EMX__),
def(HAVE_GETHOSTNAME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_POLARSSL),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(__EMX__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(__AMIGA__)&!def(__libnix__)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(DEBUGBUILD),
!def(HAVE_INET_NTOP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_INET_PTON),
