def(USE_WINDOWS_SSPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LDAP),
def(CURL_DISABLE_HTTP),
def(LIB1503),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(DEBUGBUILD),
def(CURL_DO_LINEEND_CONV),
!def(CURL_DISABLE_GOPHER),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(SIGPIPE),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(__VMS),
def(__EMX__),
def(USE_NGHTTP2),
!def(HAVE_STRTOK_R),
!def(__EMX__),
True,
!def(CURL_DISABLE_TELNET),
def(HAVE_GSSAPI),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(TIME_WITH_SYS_TIME),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_FSETXATTR),
(def(USE_NSS)&def(USE_NTLM)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_PROXY),
def(LIB1502),
def(LIB585),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_FSETXATTR_6),
def(MEMDEBUG_LOG_SYNC),
def(CURLRES_SYNCH),
def(SIGALRM),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_SOCKETPAIR),
!def(HAVE_GETPASS_R),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(DISABLE_EXPECT),
!def(HAVE_INET_PTON),
def(USE_POLARSSL),
def(USE_GNUTLS),
!def(CURL_DOES_CONVERSIONS),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(HAVE_PIPE),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(HAVE_WRITABLE_ARGV),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(UNITTESTS),
def(SIGHUP),
!def(HAVE_INET_NTOP),
def(USE_LIBRTMP),
def(CURLDEBUG),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_FDOPEN),
def(USE_NTLM),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_TFTP),
!def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_FSETXATTR),
def(USE_CYASSL),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_MEMRCHR),
def(USE_CHUNKED),
!def(DEBUGBUILD),
def(USE_ENVIRONMENT),
def(ENABLE_IPV6),
!def(HAVE_BASENAME),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_DICT),
def(__riscos__),
(def(WIN32)&!def(__AMIGA__)),
def(USE_NSS),
def(HAVE_SETMODE),
!def(_LDAP_PVT_H),
def(CURL_DOES_CONVERSIONS),
