def(__EMX__),
!def(HAVE_MEMRCHR),
def(HAVE_SOCKETPAIR),
def(LIB1503),
!def(DEBUGBUILD),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DOES_CONVERSIONS),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_INET_PTON),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(SIGALRM),
def(HAVE_FSETXATTR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_GOPHER),
def(HAVE_FDOPEN),
def(LIB1502),
!def(USE_WIN32_IDN),
def(USE_LIBRTMP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
True,
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(CURLRES_SYNCH),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_RTSP),
def(HAVE_GSSAPI),
def(USE_POLARSSL),
!def(CURL_DISABLE_LDAP),
(!def(_WIN32_WCE)&!def(WIN32)),
def(TIME_WITH_SYS_TIME),
def(SIGPIPE),
def(USE_NGHTTP2),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_BASENAME),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(CURL_DO_LINEEND_CONV),
!def(UNITTESTS),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(LIB585),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(SIGHUP),
def(__VMS),
!def(HAVE_GETPASS_R),
def(__riscos__),
(def(WIN32)&!def(__AMIGA__)),
def(UNITTESTS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_TELNET),
def(USE_NSS),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_STRTOK_R),
def(DEBUGBUILD),
def(CURL_DISABLE_HTTP),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_GNUTLS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_FSETXATTR_6),
def(ENABLE_IPV6),
def(DISABLE_EXPECT),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_DICT),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(USE_CHUNKED),
!def(__EMX__),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(_LDAP_PVT_H),
def(USE_CYASSL),
