def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_LDAP),
def(LIB1502),
def(CURLRES_SYNCH),
def(LIB1503),
def(SIGPIPE),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(MEMDEBUG_LOG_SYNC),
def(USE_LIBRTMP),
def(SIGALRM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_FSETXATTR),
def(USE_ENVIRONMENT),
def(USE_WINDOWS_SSPI),
def(USE_POLARSSL),
def(ENABLE_IPV6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_NTLM),
True,
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_GNUTLS),
!def(HAVE_GETPASS_R),
def(CURL_DISABLE_HTTP),
!def(DEBUGBUILD),
def(HAVE_WRITABLE_ARGV),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_CYASSL),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__riscos__),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_PIPE),
def(HAVE_SETMODE),
!def(CURL_DISABLE_PROXY),
!def(HAVE_INET_PTON),
!def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_RTSP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DOES_CONVERSIONS),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_HTTP),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_TELNET),
def(USE_CHUNKED),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__EMX__),
def(CURLDEBUG),
def(DEBUGBUILD),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_DICT),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_GOPHER),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_MEMRCHR),
!def(HAVE_BASENAME),
def(DISABLE_EXPECT),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_INET_NTOP),
def(SIGHUP),
def(USE_NSS),
def(UNITTESTS),
def(HAVE_FSETXATTR),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_TFTP),
def(LIB585),
!def(HAVE_STRTOK_R),
def(HAVE_SOCKETPAIR),
def(__VMS),
!def(CURL_DISABLE_CRYPTO_AUTH),
