(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_BASENAME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_PTON),
def(USE_LIBRTMP),
!def(HAVE_STRTOK_R),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_TFTP),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(LIB1502),
def(__riscos__),
def(USE_CYASSL),
!def(_LDAP_PVT_H),
def(TIME_WITH_SYS_TIME),
!def(HAVE_INET_NTOP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(LIB585),
def(USE_NTLM),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_PIPE),
!def(CURL_DISABLE_HTTP),
def(__EMX__),
!def(CURL_DOES_CONVERSIONS),
def(CURLRES_SYNCH),
def(USE_ENVIRONMENT),
def(DISABLE_EXPECT),
!def(__EMX__),
def(__VMS),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_GOPHER),
def(SIGHUP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(LIB1503),
!def(DEBUGBUILD),
def(USE_NSS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_FDOPEN),
def(SIGALRM),
True,
def(USE_WINDOWS_SSPI),
def(USE_POLARSSL),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_LDAP),
def(HAVE_SETMODE),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(ENABLE_IPV6),
!def(CURL_DISABLE_DICT),
!def(HAVE_MEMRCHR),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_PROXY),
!def(HAVE_GETPASS_R),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(CURL_DOES_CONVERSIONS),
def(CURL_DISABLE_HTTP),
def(USE_CHUNKED),
def(CURLDEBUG),
def(HAVE_FSETXATTR),
def(HAVE_WRITABLE_ARGV),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_GNUTLS),
def(HAVE_SOCKETPAIR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(SIGPIPE),
def(DEBUGBUILD),
!def(HAVE_FSETXATTR),
(def(__VMS)&!def(HAVE_GETPASS_R)),
