def(USE_NTLM),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_GETPASS_R),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_POLARSSL),
def(TIME_WITH_SYS_TIME),
def(MEMDEBUG_LOG_SYNC),
def(USE_CYASSL),
def(LIB1503),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(DISABLE_EXPECT),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_INET_NTOP),
!def(HAVE_STRTOK_R),
def(HAVE_FSETXATTR),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURLRES_SYNCH),
def(HAVE_SOCKETPAIR),
def(HAVE_WRITABLE_ARGV),
!def(DEBUGBUILD),
def(CURLDEBUG),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(__riscos__),
!def(CURL_DISABLE_PROXY),
!def(HAVE_FSETXATTR),
def(UNITTESTS),
!def(CURL_DISABLE_RTSP),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(LIB1502),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_GOPHER),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_SETMODE),
def(USE_WINDOWS_SSPI),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(DEBUGBUILD),
def(USE_CHUNKED),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(WIN32)&!def(__AMIGA__)),
def(__EMX__),
def(ENABLE_IPV6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(_LDAP_PVT_H),
!def(__EMX__),
!def(HAVE_INET_PTON),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_LDAP),
def(USE_GNUTLS),
def(LIB585),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_MEMRCHR),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_BASENAME),
def(USE_LIBRTMP),
!def(CURL_DISABLE_TFTP),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_PIPE),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_NSS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
True,
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_HTTP),
