!def(HAVE_STRTOK_R),
def(ENABLE_IPV6),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(CURLRES_SYNCH),
def(USE_LIBRTMP),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(__EMX__),
def(HAVE_SETMODE),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(DEBUGBUILD),
def(UNITTESTS),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_LDAP),
def(CURLDEBUG),
def(HAVE_FSETXATTR),
!def(HAVE_MEMRCHR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB1502),
!def(HAVE_FSETXATTR),
def(HAVE_SOCKETPAIR),
!def(HAVE_GETPASS_R),
def(USE_GNUTLS),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_PROXY),
def(USE_NTLM),
!def(HAVE_BASENAME),
def(LIB585),
def(__EMX__),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_DICT),
def(MEMDEBUG_LOG_SYNC),
def(USE_POLARSSL),
def(USE_NSS),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(DISABLE_EXPECT),
def(SIGALRM),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(__VMS),
def(HAVE_PIPE),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_ENVIRONMENT),
def(SIGHUP),
def(LIB1503),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(SIGPIPE),
def(__riscos__),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(HAVE_INET_PTON),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(DEBUGBUILD),
!def(HAVE_INET_NTOP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_WRITABLE_ARGV),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_TFTP),
!def(_LDAP_PVT_H),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_HTTP),
True,
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_FDOPEN),
def(USE_CHUNKED),
def(USE_CYASSL),
def(TIME_WITH_SYS_TIME),
