!def(CURL_DISABLE_DICT),
def(LIB585),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_RTSP),
def(USE_ENVIRONMENT),
def(HAVE_FDOPEN),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(TIME_WITH_SYS_TIME),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_LDAP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_NSS),
def(HAVE_GSSAPI),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(DEBUGBUILD),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_HTTP),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_MEMRCHR),
def(__VMS),
def(LIB1502),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_SOCKETPAIR),
def(USE_POLARSSL),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_PROXY),
def(SIGHUP),
!def(HAVE_GETPASS_R),
!def(DEBUGBUILD),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_FSETXATTR),
True,
!def(__EMX__),
def(LIB1503),
def(ENABLE_IPV6),
def(USE_GNUTLS),
def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(SIGPIPE),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURL_DOES_CONVERSIONS),
!def(UNITTESTS),
def(USE_CHUNKED),
def(USE_LIBRTMP),
(def(WIN32)&!def(__AMIGA__)),
!def(_LDAP_PVT_H),
def(USE_WINDOWS_SSPI),
(!def(_WIN32_WCE)&!def(WIN32)),
def(SIGALRM),
!def(HAVE_INET_PTON),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_STRTOK_R),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_TELNET),
def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_NTOP),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_NGHTTP2),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURLRES_SYNCH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(CURL_DISABLE_HTTP),
def(USE_CYASSL),
!def(HAVE_BASENAME),
def(UNITTESTS),
def(HAVE_WRITABLE_ARGV),
def(__riscos__),
!def(CURL_DISABLE_GOPHER),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DISABLE_EXPECT),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_FSETXATTR_6),
