def(ENABLE_IPV6),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(__riscos__),
!def(CURL_DISABLE_PROXY),
def(UNITTESTS),
!def(__EMX__),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(SIGHUP),
!def(HAVE_BASENAME),
def(__VMS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_DICT),
def(USE_LIBRTMP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(CURLDEBUG),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_GETPASS_R),
def(USE_NSS),
True,
def(DISABLE_EXPECT),
def(LIB1503),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_CHUNKED),
!def(CURL_DISABLE_LDAP),
def(HAVE_FSETXATTR),
def(CURL_DOES_CONVERSIONS),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_NGHTTP2),
def(HAVE_FDOPEN),
def(CURLRES_SYNCH),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_INET_NTOP),
def(SIGPIPE),
def(CURL_DISABLE_HTTP),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(USE_CYASSL),
!def(CURL_DISABLE_TFTP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(DEBUGBUILD),
def(DEBUGBUILD),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_GOPHER),
def(HAVE_SETMODE),
!def(HAVE_STRTOK_R),
def(__EMX__),
def(LIB585),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_TELNET),
def(HAVE_GSSAPI),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_HTTP),
def(USE_POLARSSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_RTSP),
def(HAVE_FSETXATTR_6),
def(USE_WINDOWS_SSPI),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(TIME_WITH_SYS_TIME),
def(LIB1502),
!def(HAVE_MEMRCHR),
def(HAVE_SOCKETPAIR),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_FSETXATTR),
def(USE_GNUTLS),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_NTLM),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(USE_NSS)&def(USE_NTLM)),
(def(WIN32)&!def(_WIN32_WCE)),
def(SIGALRM),
!def(HAVE_GSSAPI),
def(HAVE_PIPE),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_INET_PTON),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
