!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_FSETXATTR),
def(CURL_DO_LINEEND_CONV),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_SOCKETPAIR),
def(USE_LIBRTMP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_STRTOK_R),
def(MEMDEBUG_LOG_SYNC),
def(__EMX__),
def(SIGALRM),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_ENVIRONMENT),
def(ENABLE_IPV6),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TFTP),
def(USE_CHUNKED),
!def(CURL_DISABLE_DICT),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_TELNET),
!def(HAVE_INET_NTOP),
def(HAVE_FSETXATTR),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_WRITABLE_ARGV),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_NTLM),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_MEMRCHR),
def(HAVE_FDOPEN),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_POLARSSL),
!def(CURL_DISABLE_RTSP),
def(LIB1503),
!def(HAVE_GSSAPI),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_WINDOWS_SSPI),
def(DISABLE_EXPECT),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(__riscos__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(__EMX__),
def(CURL_DISABLE_HTTP),
def(HAVE_PIPE),
def(TIME_WITH_SYS_TIME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_NGHTTP2),
def(USE_CYASSL),
def(SIGPIPE),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(_LDAP_PVT_H),
def(LIB1502),
!def(CURL_DISABLE_GOPHER),
def(SIGHUP),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_GETPASS_R),
!def(DEBUGBUILD),
def(HAVE_GSSAPI),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_SETMODE),
def(USE_GNUTLS),
!def(HAVE_BASENAME),
def(DEBUGBUILD),
def(HAVE_FSETXATTR_6),
def(CURL_DOES_CONVERSIONS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_HTTP),
def(USE_NSS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(WIN32)&!def(__AMIGA__)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_LDAP),
def(LIB585),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(CURLDEBUG),
True,
