!def(__EMX__),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LDAP),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(ENABLE_IPV6),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_HTTP),
def(USE_NSS),
def(__EMX__),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_GOPHER),
True,
def(HAVE_SETMODE),
!def(CURL_DISABLE_DICT),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__VMS),
def(DEBUGBUILD),
def(__AMIGA__),
def(LIB585),
def(HAVE_WRITABLE_ARGV),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_POLARSSL),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_TELNET),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(CURL_DISABLE_TFTP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_FSETXATTR),
(def(__AMIGA__)&!def(__libnix__)),
!def(USE_WINDOWS_SSPI),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_LIBRTMP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_RTSP),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DOES_CONVERSIONS),
!def(DEBUGBUILD),
def(USE_CYASSL),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_STRTOK_R),
!def(_LDAP_PVT_H),
def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_FTP),
(def(WIN32)&!def(_WIN32_WCE)),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
def(HAVE_GETHOSTNAME),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(UNITTESTS),
!def(HAVE_MEMRCHR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_PROXY),
def(CURLDEBUG),
def(__riscos__),
