def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_HTTP),
def(__EMX__),
!def(HAVE_BASENAME),
!def(UNITTESTS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_NGHTTP2),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_TFTP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(HAVE_FSETXATTR),
def(USE_POLARSSL),
!def(HAVE_STRTOK_R),
def(USE_CYASSL),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_TELNET),
def(__riscos__),
def(TIME_WITH_SYS_TIME),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(MEMDEBUG_LOG_SYNC),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_LIBRTMP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(HAVE_FSETXATTR_6),
!def(HAVE_GSSAPI),
def(LIB1502),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(DEBUGBUILD),
def(LIB585),
!def(_LDAP_PVT_H),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_CHUNKED),
!def(HAVE_INET_NTOP),
!def(__EMX__),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_SETMODE),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_DICT),
def(SIGALRM),
!def(CURL_DISABLE_LDAP),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(LIB1503),
def(CURLRES_SYNCH),
def(CURL_DISABLE_HTTP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_RTSP),
def(__VMS),
(def(WIN32)&!def(__AMIGA__)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_GETPASS_R),
def(SIGPIPE),
!def(CURL_DISABLE_PROXY),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DOES_CONVERSIONS),
def(USE_NSS),
def(SIGHUP),
def(HAVE_FSETXATTR),
def(HAVE_FDOPEN),
def(ENABLE_IPV6),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(USE_GNUTLS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(DEBUGBUILD),
def(DISABLE_EXPECT),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(UNITTESTS),
True,
!def(HAVE_MEMRCHR),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_ENVIRONMENT),
def(HAVE_GSSAPI),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
