def(SIGHUP),
True,
!def(HAVE_GSSAPI),
(def(WIN32)&!def(__AMIGA__)),
def(USE_CYASSL),
def(CURL_DO_LINEEND_CONV),
!def(CURL_DISABLE_GOPHER),
def(LIB1502),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(UNITTESTS),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_FDOPEN),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_INET_NTOP),
!def(_LDAP_PVT_H),
def(HAVE_GSSAPI),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_INET_PTON),
def(__VMS),
def(CURL_DOES_CONVERSIONS),
def(__riscos__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(UNITTESTS),
def(LIB1503),
def(USE_ENVIRONMENT),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(USE_WIN32_IDN),
def(USE_LIBRTMP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_BASENAME),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_WRITABLE_ARGV),
def(USE_NSS),
def(TIME_WITH_SYS_TIME),
def(__EMX__),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(SIGALRM),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_RTSP),
def(HAVE_FSETXATTR),
def(USE_POLARSSL),
def(USE_NGHTTP2),
def(DISABLE_EXPECT),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(WIN32)&!def(_WIN32_WCE)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(DEBUGBUILD),
!def(DEBUGBUILD),
def(HAVE_SOCKETPAIR),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_TFTP),
!def(HAVE_GETPASS_R),
!def(__EMX__),
def(CURL_DISABLE_HTTP),
def(USE_CHUNKED),
def(SIGPIPE),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_GNUTLS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(LIB585),
!def(CURL_DISABLE_LDAP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(ENABLE_IPV6),
!def(CURL_DISABLE_TELNET),
def(CURLRES_SYNCH),
!def(HAVE_FSETXATTR),
!def(HAVE_STRTOK_R),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_DICT),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
