def(USE_CYASSL),
def(USE_LIBRTMP),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_WINDOWS_SSPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_FDOPEN),
def(DISABLE_EXPECT),
def(SIGALRM),
!def(CURL_DISABLE_TELNET),
!def(HAVE_GETPASS_R),
def(ENABLE_IPV6),
!def(CURL_DISABLE_DICT),
def(USE_GNUTLS),
def(USE_CHUNKED),
def(USE_NTLM),
def(SIGPIPE),
def(USE_ENVIRONMENT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(LIB1502),
def(USE_NSS),
!def(CURL_DISABLE_HTTP),
def(USE_POLARSSL),
def(LIB1503),
def(HAVE_SETMODE),
!def(HAVE_INET_NTOP),
True,
!def(DEBUGBUILD),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_RTSP),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__VMS),
!def(HAVE_BASENAME),
def(UNITTESTS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(__EMX__),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_WRITABLE_ARGV),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(CURLDEBUG),
def(HAVE_FSETXATTR),
!def(HAVE_FSETXATTR),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_TFTP),
def(__riscos__),
!def(HAVE_MEMRCHR),
def(LIB585),
!def(CURL_DISABLE_GOPHER),
def(TIME_WITH_SYS_TIME),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURL_DOES_CONVERSIONS),
def(HAVE_SOCKETPAIR),
def(SIGHUP),
def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_LDAP),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_INET_PTON),
def(__EMX__),
def(DEBUGBUILD),
!def(_LDAP_PVT_H),
!def(HAVE_STRTOK_R),
def(CURLRES_SYNCH),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_PIPE),
