def(USE_NGHTTP2),
def(UNITTESTS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_POLARSSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_HTTP),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_FSETXATTR),
!def(HAVE_BASENAME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_SETMODE),
def(MEMDEBUG_LOG_SYNC),
def(USE_ENVIRONMENT),
def(HAVE_FDOPEN),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_LDAP),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_TELNET),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_PTON),
def(USE_GNUTLS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_DICT),
def(TIME_WITH_SYS_TIME),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(WIN32)&!def(_WIN32_WCE)),
def(__EMX__),
!def(HAVE_GETPASS_R),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(USE_NSS)&def(USE_NTLM)),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_GSSAPI),
def(HAVE_SOCKETPAIR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_PIPE),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(__riscos__),
!def(CURL_DISABLE_RTSP),
def(LIB1502),
def(SIGPIPE),
def(DISABLE_EXPECT),
def(DEBUGBUILD),
def(USE_WINDOWS_SSPI),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_LIBRTMP),
def(CURLDEBUG),
def(HAVE_GSSAPI),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(__VMS),
!def(HAVE_INET_NTOP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_PROXY),
def(CURLRES_SYNCH),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(CURL_DISABLE_GOPHER),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_NTLM),
!def(__EMX__),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
True,
def(USE_CYASSL),
def(SIGHUP),
!def(HAVE_MEMRCHR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(ENABLE_IPV6),
def(LIB585),
!def(HAVE_STRTOK_R),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_FSETXATTR),
!def(DEBUGBUILD),
(def(WIN32)&!def(__AMIGA__)),
def(USE_CHUNKED),
!def(_LDAP_PVT_H),
def(SIGALRM),
def(HAVE_WRITABLE_ARGV),
def(USE_NSS),
!def(CURL_DISABLE_TFTP),
def(LIB1503),
