def(__riscos__),
def(TIME_WITH_SYS_TIME),
def(USE_NSS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_CHUNKED),
!def(CURL_DISABLE_TELNET),
!def(HAVE_FSETXATTR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURLDEBUG),
!def(CURL_DISABLE_TFTP),
(def(__AMIGA__)&!def(__libnix__)),
def(HAVE_SETMODE),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DOES_CONVERSIONS),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(_LDAP_PVT_H),
!def(HAVE_MEMRCHR),
def(LIB585),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_PROXY),
!def(HAVE_STRTOK_R),
(def(WIN32)&!def(__AMIGA__)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
def(UNITTESTS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(HAVE_WRITABLE_ARGV),
def(HAVE_PIPE),
def(__VMS),
!def(USE_WINDOWS_SSPI),
def(USE_LIBRTMP),
def(HAVE_FSETXATTR),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_HTTP),
!def(__EMX__),
!def(CURL_DISABLE_RTSP),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_GOPHER),
def(USE_POLARSSL),
!def(CURL_DISABLE_FTP),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
def(USE_CYASSL),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_LDAP),
def(DEBUGBUILD),
def(__AMIGA__),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(CURL_DOES_CONVERSIONS),
def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_INET_NTOP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_GETHOSTNAME),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(ENABLE_IPV6),
True,
!def(CURL_DISABLE_DICT),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
