def(HAVE_WRITABLE_ARGV),
def(USE_NGHTTP2),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(__EMX__),
def(HAVE_SETMODE),
def(ENABLE_IPV6),
!def(CURL_DISABLE_LDAP),
!def(HAVE_GETPASS_R),
def(TIME_WITH_SYS_TIME),
def(USE_POLARSSL),
def(SIGPIPE),
!def(HAVE_GSSAPI),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_TFTP),
def(__VMS),
def(USE_NSS),
!def(CURL_DISABLE_DICT),
def(LIB1503),
def(LIB1502),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_STRTOK_R),
def(__riscos__),
(def(USE_NSS)&def(USE_NTLM)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_GNUTLS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_FSETXATTR),
def(UNITTESTS),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_TELNET),
def(CURL_DOES_CONVERSIONS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(CURLRES_SYNCH),
def(HAVE_FSETXATTR_6),
def(HAVE_SOCKETPAIR),
def(USE_NTLM),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_CHUNKED),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_GSSAPI),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_ENVIRONMENT),
!def(UNITTESTS),
True,
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_WINDOWS_SSPI),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGHUP),
!def(_LDAP_PVT_H),
!def(HAVE_BASENAME),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_PROXY),
!def(DEBUGBUILD),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_MEMRCHR),
def(CURL_DISABLE_HTTP),
def(DEBUGBUILD),
def(USE_CYASSL),
!def(__EMX__),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_INET_PTON),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(DISABLE_EXPECT),
!def(HAVE_INET_NTOP),
def(USE_LIBRTMP),
def(LIB585),
def(SIGALRM),
(def(WIN32)&!def(__AMIGA__)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
