(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_BASENAME),
(!def(_WIN32_WCE)&!def(WIN32)),
def(LIB1502),
def(USE_ENVIRONMENT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_WRITABLE_ARGV),
def(USE_LIBRTMP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_MEMRCHR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_TFTP),
!def(_LDAP_PVT_H),
!def(HAVE_INET_NTOP),
def(CURLDEBUG),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(__riscos__),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_GOPHER),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_LDAP),
def(DEBUGBUILD),
def(CURLRES_SYNCH),
def(SIGHUP),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURL_DOES_CONVERSIONS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_INET_PTON),
True,
def(UNITTESTS),
def(HAVE_SETMODE),
def(HAVE_FSETXATTR),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(LIB585),
!def(HAVE_FSETXATTR),
def(CURL_DISABLE_HTTP),
def(USE_CYASSL),
def(USE_NTLM),
def(__VMS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_STRTOK_R),
!def(CURL_DOES_CONVERSIONS),
def(LIB1503),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_POLARSSL),
def(SIGALRM),
def(DISABLE_EXPECT),
def(HAVE_FDOPEN),
def(TIME_WITH_SYS_TIME),
def(USE_NSS),
def(USE_GNUTLS),
def(HAVE_PIPE),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(ENABLE_IPV6),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__EMX__),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_HTTP),
!def(__EMX__),
!def(CURL_DISABLE_PROXY),
def(SIGPIPE),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_CHUNKED),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(DEBUGBUILD),
!def(CURL_DISABLE_DICT),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_GETPASS_R),
