(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_GNUTLS),
(def(WIN32)&!def(_WIN32_WCE)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_DICT),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(CURLRES_SYNCH),
def(USE_WINDOWS_SSPI),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(DISABLE_EXPECT),
def(HAVE_PIPE),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_LDAP),
!def(HAVE_INET_NTOP),
!def(HAVE_BASENAME),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_FSETXATTR),
def(CURLDEBUG),
!def(CURL_DISABLE_PROXY),
def(USE_CHUNKED),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_RTSP),
def(CURL_DISABLE_HTTP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_FDOPEN),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(__EMX__),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(__riscos__),
!def(HAVE_INET_PTON),
def(HAVE_SOCKETPAIR),
def(SIGHUP),
!def(CURL_DISABLE_HTTP),
!def(HAVE_GETPASS_R),
def(USE_NTLM),
def(USE_ENVIRONMENT),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(DEBUGBUILD),
def(USE_NSS),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(__EMX__),
def(SIGALRM),
def(LIB1503),
def(USE_CYASSL),
def(LIB585),
def(HAVE_WRITABLE_ARGV),
def(SIGPIPE),
!def(HAVE_STRTOK_R),
!def(_LDAP_PVT_H),
!def(DEBUGBUILD),
def(LIB1502),
def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DOES_CONVERSIONS),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_TFTP),
def(USE_LIBRTMP),
!def(HAVE_MEMRCHR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
True,
def(__VMS),
!def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(ENABLE_IPV6),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_SETMODE),
def(USE_POLARSSL),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_TELNET),
