def(CURLRES_SYNCH),
def(UNITTESTS),
True,
def(TIME_WITH_SYS_TIME),
def(CURL_DISABLE_HTTP),
def(LIB1503),
def(SIGALRM),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(DEBUGBUILD),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(__EMX__),
def(HAVE_FSETXATTR),
(def(WIN32)&!def(__AMIGA__)),
def(USE_ENVIRONMENT),
def(SIGPIPE),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_SETMODE),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_POLARSSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_INET_NTOP),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_FDOPEN),
def(LIB1502),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_RTSP),
def(HAVE_SOCKETPAIR),
def(USE_NTLM),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_HTTP),
def(SIGHUP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_GOPHER),
def(CURLDEBUG),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(ENABLE_IPV6),
!def(DEBUGBUILD),
def(__VMS),
def(CURL_DOES_CONVERSIONS),
def(WIN32),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_LDAP),
!def(_LDAP_PVT_H),
!def(HAVE_BASENAME),
(def(WIN32)&!def(_WIN32_WCE)),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_PROXY),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_GNUTLS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_PIPE),
!def(__EMX__),
def(LIB585),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_TELNET),
def(__riscos__),
def(USE_WINDOWS_SSPI),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DOES_CONVERSIONS),
def(USE_LIBRTMP),
!def(HAVE_INET_PTON),
def(USE_CHUNKED),
!def(CURL_DISABLE_TFTP),
def(USE_CYASSL),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_WRITABLE_ARGV),
def(USE_NSS),
