def(SIGALRM),
!def(HAVE_GSSAPI),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(UNITTESTS),
def(USE_CYASSL),
def(CURLRES_SYNCH),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(SIGHUP),
def(HAVE_GSSAPI),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_LDAP),
def(DEBUGBUILD),
def(USE_ENVIRONMENT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(__EMX__),
def(LIB585),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_WINDOWS_SSPI),
def(__EMX__),
!def(HAVE_INET_NTOP),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DOES_CONVERSIONS),
def(USE_LIBRTMP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(__VMS),
def(USE_GNUTLS),
!def(CURL_DISABLE_RTSP),
def(MEMDEBUG_LOG_SYNC),
def(USE_NGHTTP2),
!def(DEBUGBUILD),
def(CURL_DISABLE_HTTP),
def(HAVE_SETMODE),
def(HAVE_FSETXATTR_6),
True,
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_GOPHER),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_PROXY),
def(LIB1502),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_FSETXATTR),
def(TIME_WITH_SYS_TIME),
def(LIB1503),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_DICT),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_CHUNKED),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(WIN32)&!def(__AMIGA__)),
!def(UNITTESTS),
def(ENABLE_IPV6),
def(USE_POLARSSL),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(DISABLE_EXPECT),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_GETPASS_R),
def(HAVE_FSETXATTR),
!def(HAVE_STRTOK_R),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_TELNET),
def(SIGPIPE),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(__riscos__),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_PTON),
def(USE_NSS),
def(HAVE_FDOPEN),
!def(HAVE_BASENAME),
(def(__riscos__)&def(USE_ENVIRONMENT)),
