!def(CURL_DISABLE_PROXY),
def(__EMX__),
def(HAVE_SETMODE),
def(SIGHUP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(LIB1502),
def(USE_GNUTLS),
def(TIME_WITH_SYS_TIME),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_DICT),
(!def(_WIN32_WCE)&!def(WIN32)),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DOES_CONVERSIONS),
def(LIB585),
def(USE_CHUNKED),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_MEMRCHR),
def(USE_WINDOWS_SSPI),
def(__VMS),
(def(WIN32)&!def(_WIN32_WCE)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(ENABLE_IPV6),
def(USE_CYASSL),
def(WIN32),
def(SIGPIPE),
def(CURL_DISABLE_HTTP),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(__EMX__),
!def(HAVE_INET_NTOP),
def(HAVE_SOCKETPAIR),
def(LIB1503),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_BASENAME),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_POLARSSL),
def(USE_LIBRTMP),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_RTSP),
def(__riscos__),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(DEBUGBUILD),
def(USE_NSS),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURLDEBUG),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_HTTP),
!def(HAVE_FSETXATTR),
True,
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_PIPE),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_LDAP),
def(USE_NTLM),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_STRTOK_R),
!def(HAVE_INET_PTON),
def(SIGALRM),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(CURLRES_SYNCH),
def(UNITTESTS),
!def(_LDAP_PVT_H),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_WRITABLE_ARGV),
!def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_FDOPEN),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
